,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
58121,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.01,0.59248390287956
58122,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.025,4.705970335765863
58123,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.05,6.391741911090323
58124,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.1,8.480879646782416
58125,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.15,10.105944335582034
58126,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.2,11.483520139842096
58127,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.25,12.755643340712124
58128,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.3,15.0
58129,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.35,17.0
58130,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.4,19.0
58131,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.45,21.0
58132,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.5,23.0
58133,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.55,26.0
58134,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.6,28.0
58135,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.65,31.0
58136,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.7,34.0
58137,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.75,37.0
58138,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.8,41.0
58139,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.85,46.0
58140,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.9,53.0
58141,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.95,63.0
58142,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.975,82.75544194267034
58143,2026-01-31,01,0.0,wk inc flu hosp,2026-01-31,quantile,0.99,102.85539702678358
58144,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.01,4.0
58145,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.025,5.208860968945869
58146,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.05,6.307396643080027
58147,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.1,7.884620821042656
58148,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.15,9.05790871179189
58149,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.2,10.195580110705054
58150,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.25,11.25073129749532
58151,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.3,12.300172061145048
58152,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.35,15.0
58153,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.4,17.0
58154,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.45,20.0
58155,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.5,23.0
58156,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.55,26.0
58157,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.6,30.0
58158,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.65,34.0
58159,2026-01-31,01,1.0,wk inc flu hosp,2026-02-07,quantile,0.7,38.0
