,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
64193,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.01,119.5
64194,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.025,131.0
64195,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.05,142.5
64196,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.1,158.75317317977158
64197,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.15,173.4220047143918
64198,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.2,185.62398904353134
64199,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.25,196.3941046518019
64200,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.3,205.01142120361328
64201,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.35,214.4203073268277
64202,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.4,226.1835205844062
64203,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.45,234.5
64204,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.5,240.5
64205,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.55,247.0
64206,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.6,253.5
64207,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.65,260.0
64208,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.7,267.0
64209,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.75,274.5
64210,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.8,282.0
64211,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.85,293.0
64212,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.9,306.88670349121094
64213,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.95,327.3112487792969
64214,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.975,345.22865295410156
64215,2026-02-07,01,0.0,wk inc flu hosp,2026-02-07,quantile,0.99,364.8425179968986
64216,2026-02-07,01,1.0,wk inc flu hosp,2026-02-14,quantile,0.01,67.46428683790933
64217,2026-02-07,01,1.0,wk inc flu hosp,2026-02-14,quantile,0.025,80.85232678134628
64218,2026-02-07,01,1.0,wk inc flu hosp,2026-02-14,quantile,0.05,95.47537119592704
64219,2026-02-07,01,1.0,wk inc flu hosp,2026-02-14,quantile,0.1,114.90254763208586
