,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
4899,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.01,17.530632972717285
4900,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.025,19.583477020263672
4901,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.05,22.571728706359863
4902,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.1,24.56493854522705
4903,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.15,26.512906074523926
4904,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.2,28.512479782104492
4905,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.25,30.348676681518555
4906,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.3,31.59908390045166
4907,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.35,34.0
4908,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.4,35.5
4909,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.45,37.0
4910,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.5,38.5
4911,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.55,40.5
4912,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.6,42.0
4913,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.65,43.0
4914,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.7,44.5
4915,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.75,46.5
4916,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.8,49.20409139082619
4917,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.85,53.127554731145096
4918,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.9,58.756149840585564
4919,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.95,68.0
4920,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.975,74.0
4921,2025-11-29,01,0.0,wk inc flu hosp,2025-11-29,quantile,0.99,82.72101211547852
4922,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.01,14.477691650390625
4923,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.025,17.098021507263184
4924,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.05,20.26434326171875
4925,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.1,24.20392417907715
4926,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.15,27.182398796081543
4927,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.2,29.98920726776123
4928,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.25,32.645904541015625
4929,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.3,35.241228103637695
4930,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.35,37.91439628601074
4931,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.4,40.47372055053711
4932,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.45,42.98661804199219
4933,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.5,45.50256156921387
4934,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.55,47.97163963317871
4935,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.6,51.0
4936,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.65,55.0
4937,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.7,59.0
4938,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.75,63.5
4939,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.8,68.0
4940,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.85,74.5
4941,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.9,82.47898168042855
4942,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.95,96.23271532826813
4943,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.975,114.0
4944,2025-11-29,01,1.0,wk inc flu hosp,2025-12-06,quantile,0.99,127.0
4945,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.01,9.5
4946,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.025,13.5
4947,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.05,16.0
4948,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.1,21.0
4949,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.15,24.0
4950,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.2,27.827191123834165
4951,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.25,31.348886704016607
4952,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.3,34.63550138293458
4953,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.35,39.0
4954,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.4,42.12740747788638
4955,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.45,46.15234872009938
4956,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.5,50.4492096821561
4957,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.55,53.95378468945461
4958,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.6,59.31087334150466
4959,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.65,66.37781197146892
4960,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.7,72.5069306092035
4961,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.75,78.43793272476918
4962,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.8,87.81867296197602
4963,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.85,97.52086370391514
4964,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.9,109.51430652500565
4965,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.95,129.9402459097618
4966,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.975,154.79213586253212
4967,2025-11-29,01,2.0,wk inc flu hosp,2025-12-13,quantile,0.99,193.35084540234539
4968,2025-11-29,01,3.0,wk inc flu hosp,2025-12-20,quantile,0.01,8.913725771400783
