,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
41101,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.01,317.728233873166
41102,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.025,332.42003614313245
41103,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.05,345.3213888200084
41104,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.1,360.5006482762194
41105,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.15,387.0
41106,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.2,422.0
41107,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.25,435.0
41108,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.3,448.0
41109,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.35,459.0
41110,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.4,471.0
41111,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.45,482.0
41112,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.5,493.0
41113,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.55,507.0
41114,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.6,527.0
41115,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.65,549.0
41116,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.7,573.0
41117,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.75,598.0
41118,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.8,623.0
41119,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.85,643.0
41120,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.9,671.0
41121,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.95,768.0
41122,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.975,843.0
41123,2026-01-10,01,0.0,wk inc flu hosp,2026-01-10,quantile,0.99,921.0
41124,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.01,208.0
41125,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.025,237.52812715870684
41126,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.05,257.3307607066438
41127,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.1,281.1458149779212
41128,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.15,361.0
41129,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.2,407.0
41130,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.25,433.0
41131,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.3,458.0
41132,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.35,481.0
41133,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.4,503.0
41134,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.45,526.0
41135,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.5,548.0
41136,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.55,571.0
41137,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.6,595.0
41138,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.65,620.0
41139,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.7,647.0
41140,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.75,677.0
41141,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.8,711.0
41142,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.85,757.5176574212161
41143,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.9,836.0
41144,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.95,886.0
41145,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.975,960.0
41146,2026-01-10,01,1.0,wk inc flu hosp,2026-01-17,quantile,0.99,1039.9768507522158
41147,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.01,170.23307132508188
41148,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.025,198.93996520305905
41149,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.05,225.41770431557563
41150,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.1,257.9972292186696
41151,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.15,305.0
41152,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.2,338.0
41153,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.25,522.5507202148438
41154,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.3,550.3025512695312
41155,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.35,578.0445556640625
41156,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.4,605.59033203125
41157,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.45,633.8770751953125
41158,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.5,662.7508544921875
41159,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.55,692.5797119140625
41160,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.6,724.4637451171875
41161,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.65,759.2772216796875
41162,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.7,798.1297607421875
41163,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.75,830.0
41164,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.8,865.0
41165,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.85,904.0
41166,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.9,957.0
41167,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.95,1022.0
41168,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.975,1062.0
41169,2026-01-10,01,2.0,wk inc flu hosp,2026-01-24,quantile,0.99,1118.0
41170,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.01,160.89563415297354
41171,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.025,194.08531705657572
41172,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.05,226.609898006686
41173,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.1,272.1197950081967
41174,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.15,307.05360706905145
41175,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.2,337.9976096510776
41176,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.25,437.24615478515625
41177,2026-01-10,01,3.0,wk inc flu hosp,2026-01-31,quantile,0.3,465.5383605957031
