,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
35029,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.01,339.0
35030,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.025,368.0
35031,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.05,394.0
35032,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.1,426.0
35033,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.15,449.0
35034,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.2,467.0
35035,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.25,487.0
35036,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.3,503.0
35037,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.35,534.404417587984
35038,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.4,569.8775248583512
35039,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.45,596.0606620817528
35040,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.5,602.914223992331
35041,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.55,615.3270629829107
35042,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.6,634.7357691281251
35043,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.65,658.3090122022353
35044,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.7,680.6091545174353
35045,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.75,709.1145174993151
35046,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.8,739.0
35047,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.85,750.0
35048,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.9,762.0
35049,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.95,771.0
35050,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.975,786.0
35051,2026-01-03,01,0.0,wk inc flu hosp,2026-01-03,quantile,0.99,817.0
35052,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.01,323.0
35053,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.025,344.0
35054,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.05,360.03606361245244
35055,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.1,392.2777599337119
35056,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.15,414.8120770227252
35057,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.2,521.0
35058,2026-01-03,01,1.0,wk inc flu hosp,2026-01-10,quantile,0.25,540.0
