,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
0,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.01,9.0
1,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.025,11.0
2,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.05,13.0
3,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.1,16.0
4,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.15,18.0
5,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.2,19.0
6,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.25,20.0
7,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.3,22.424001491030488
8,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.35,24.0
9,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.4,27.0
10,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.45,28.0
11,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.5,29.0
12,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.55,31.0
13,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.6,33.0
14,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.65,35.0
15,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.7,36.0
16,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.75,37.0
17,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.8,39.0
18,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.85,41.0
19,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.9,44.0
20,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.95,48.0
21,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.975,51.0
22,2025-11-22,01,0.0,wk inc flu hosp,2025-11-22,quantile,0.99,57.0
23,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.01,7.0
24,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.025,10.0
25,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.05,12.0
26,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.1,16.0
27,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.15,19.0
28,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.2,20.476130482899165
29,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.25,22.574305648697443
30,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.3,24.5150109312809
31,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.35,25.92028229214561
32,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.4,28.0
33,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.45,29.56479041319056
34,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.5,31.108787966239035
35,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.55,34.0
36,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.6,37.0
37,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.65,40.0
38,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.7,44.0
39,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.75,48.0
40,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.8,53.0
41,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.85,56.0
42,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.9,62.0
43,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.95,74.46657343374908
44,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.975,80.7288977644902
45,2025-11-22,01,1.0,wk inc flu hosp,2025-11-29,quantile,0.99,90.02352167629557
46,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.01,10.0
47,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.025,13.0
48,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.05,16.0
49,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.1,19.0
50,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.15,22.0
51,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.2,24.811632636859045
52,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.25,26.0
53,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.3,28.0
54,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.35,30.0
55,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.4,31.71167759395521
56,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.45,37.30526919939017
57,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.5,42.8101765232018
58,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.55,47.36103670533736
59,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.6,50.242486492200776
60,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.65,56.36065057163799
61,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.7,60.23919855032807
62,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.75,64.09063859404625
63,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.8,67.80271110420057
64,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.85,75.77360705093123
65,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.9,82.82002171180609
66,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.95,98.0
67,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.975,113.0
68,2025-11-22,01,2.0,wk inc flu hosp,2025-12-06,quantile,0.99,134.71300662685894
69,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.01,8.0
70,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.025,11.0
71,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.05,15.0
72,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.1,21.0
73,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.15,22.0
74,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.2,23.0
75,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.25,24.0
76,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.3,31.0
77,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.35,33.0
78,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.4,35.0
79,2025-11-22,01,3.0,wk inc flu hosp,2025-12-13,quantile,0.45,40.12170479965059
