target_end_date,horizon,output_type_id,value,location,target,Model,output_type,reference_date
2025-12-06,2,stable,0.7403674777777778,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,increase,0.2596325222222222,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,large_increase,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,decrease,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,large_decrease,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,stable,0.7778885,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,increase,0.22211150000000002,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,large_increase,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,decrease,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,large_decrease,0.0,13,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,stable,0.9116158385044933,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,increase,0.06338416149550663,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,large_increase,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,decrease,0.025,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,large_decrease,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-29,1,stable,0.8445417970461867,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-29,1,increase,0.13788650296640215,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-29,1,large_increase,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-29,1,decrease,0.01757169998741111,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-29,1,large_decrease,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,stable,0.6961733811889702,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,increase,0.28610668174549325,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,large_increase,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,decrease,0.017719937065536533,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-06,2,large_decrease,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,stable,0.8115365,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,increase,0.1884635,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,large_increase,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,decrease,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-12-13,3,large_decrease,0.0,15,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,stable,0.8645205095907509,16,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,increase,0.1254794904092491,16,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,large_increase,0.0,16,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,decrease,0.01,16,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
2025-11-22,0,large_decrease,0.0,16,wk flu hosp rate change,Median Epistorm Ensemble,pmf,2025-11-22
