,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
70265,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.01,185.0
70266,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.025,191.0
70267,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.05,208.0
70268,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.1,223.0
70269,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.15,246.6230124337376
70270,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.2,267.5617893761223
70271,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.25,291.43178693203595
70272,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.3,305.0931443997523
70273,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.35,327.3299422125851
70274,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.4,349.6222324646452
70275,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.45,358.0
70276,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.5,367.99377473361176
70277,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.55,386.1568030916087
70278,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.6,401.7829666052557
70279,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.65,407.0
70280,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.7,414.5045455606989
70281,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.75,421.6341019159259
70282,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.8,429.6447404160707
70283,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.85,439.0
70284,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.9,451.09103576240784
70285,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.95,469.1955193378998
70286,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.975,485.1869164414033
70287,2026-02-14,01,0.0,wk inc flu hosp,2026-02-14,quantile,0.99,504.1172893816898
70288,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.01,115.1220474243164
70289,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.025,124.6692352294922
70290,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.05,133.41001892089844
70291,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.1,150.0
70292,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.15,167.0
70293,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.2,182.1940811066096
70294,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.25,198.75925106210696
70295,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.3,214.42894822891023
70296,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.35,229.02053481757503
70297,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.4,243.66154555234897
70298,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.45,258.6639390375059
70299,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.5,274.8339223641444
70300,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.55,291.4061682174898
70301,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.6,306.8563781284952
70302,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.65,319.1200310884269
70303,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.7,332.30411432284643
70304,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.75,358.29633356927445
70305,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.8,390.07668947530505
70306,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.85,423.3594740690867
70307,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.9,460.0
70308,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.95,477.0
70309,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.975,523.0
70310,2026-02-14,01,1.0,wk inc flu hosp,2026-02-21,quantile,0.99,573.0
70311,2026-02-14,01,2.0,wk inc flu hosp,2026-02-28,quantile,0.01,70.85277557373047
70312,2026-02-14,01,2.0,wk inc flu hosp,2026-02-28,quantile,0.025,77.85472869873047
